urlID,Name,Career_length,Career_WS/48,Career_OBPM,Career_DBPM,Career_BPM,Career_VORP,Draft_pick,Undrafted,Retired,Rookie_age,Guard1,Forward1,Center1,G1,MP1,PER1,TS1,3PAr1,FTr1,ORB%1,DRB%1,TRB%1,AST%1,STL%1,BLK%1,TOV%1,USG%1,OWS1,DWS1,WS1,WS/48_1,OBPM1,DBPM1,BPM1,VORP1,Guard2,Forward2,Center2,G2,MP2,PER2,TS2,3PAr2,FTr2,ORB%2,DRB%2,TRB%2,AST%2,STL%2,BLK%2,TOV%2,USG%2,OWS2,DWS2,WS2,WS/48_2,OBPM2,DBPM2,BPM2,VORP2
felixca01,Carrick Felix,1,0.057,-1.1,-3.5,-4.7,0.0,33,0,1,23,1,0,0,7,38,13.3,0.603,0.357,0.286,2.9,15.1,8.9,18.2,0,0,20.2,23.2,0,0,0,0.057,-1.1,-3.5,-4.7,0,,,,,,,,,,,,,,,,,,,,,,,,,
frankja01,Jamaal Franklin,2,-0.0325,-4.949999999999999,-0.25,-5.25,-0.05,41,0,1,22,1,0,0,21,161,4.7,0.489,0.282,0.051,2.9,14,8.5,5.4,1.3,1,21.6,14.6,-0.2,0.2,0,-0.002,-5.1,-0.2,-5.4,-0.1,1,0,0,3,13,4.9,0.75,1,0,8,8.6,8.3,32.8,0,6,60,16.6,0,0,0,-0.063,-4.8,-0.3,-5.1,0
goberru01,Rudy Gobert,6,0.1905,-0.5666666666666665,4.316666666666666,3.716666666666667,3.5,27,0,0,21,0,0,1,45,434,12.9,0.507,0,0.878,13.1,28.5,20.6,2.4,1,7.4,23.8,14.2,-0.2,0.6,0.4,0.045,-6.1,1.8,-4.3,-0.3,0,0,1,82,2158,21.6,0.627,0.005,0.639,14.3,27.2,20.7,8.2,1.6,7,16.9,14,5,4.3,9.3,0.206,0.7,5.1,5.8,4.3
goodwar01,Archie Goodwin,4,0.04725,-2.375,-1.25,-3.625,-0.32499999999999996,29,0,1,19,1,0,0,52,533,10.3,0.507,0.216,0.329,5.3,13,9.2,5.7,1.9,1.6,18.7,19.4,-0.3,0.5,0.2,0.018,-3.9,-0.4,-4.3,-0.3,1,0,0,41,535,11.2,0.486,0.204,0.413,5.5,9.7,7.6,12.6,1.7,1.3,16.8,23.4,-0.2,0.4,0.2,0.014,-3.3,-1.2,-4.5,-0.3
gutiejo01,Jorge Gutierrez,3,0.11233333333333334,-1.9666666666666666,-1.2666666666666666,-3.233333333333333,-0.03333333333333333,Undrafted,1,1,25,1,0,0,15,244,8.7,0.523,0.222,0.222,1.5,9.3,5.4,19.4,2.2,0.3,19.1,14.1,0.1,0.2,0.2,0.048,-2.6,-0.8,-3.4,-0.1,1,0,0,20,175,11,0.567,0.073,0.317,3.3,12.9,8.1,19.6,1.8,0,20.4,15.2,0.1,0.2,0.3,0.088,-2.5,-0.6,-3.1,0
hamilju01,Justin Hamilton,3,0.09166666666666667,-0.7333333333333334,-0.5666666666666667,-1.3666666666666665,0.3,45,0,1,23,0,0,1,8,72,11.9,0.586,0.45,0.25,7.2,5,6.1,0,3.6,0,15.3,17.4,0.1,0.1,0.1,0.089,-1.2,-2.8,-4,0,0,0,1,41,712,14.6,0.551,0.174,0.264,9.3,12.7,11,8.1,2,3.4,11.6,14.2,1,0.5,1.5,0.102,-0.1,0.9,0.7,0.5
hardati02,Tim Hardaway,6,0.07083333333333333,0.6666666666666666,-2.516666666666667,-1.8833333333333335,0.10000000000000002,24,0,0,21,1,0,0,81,1875,12.7,0.554,0.521,0.186,1.2,6.6,3.8,5.8,1.2,0.3,5.9,19.6,2.7,0.4,3.1,0.08,1.3,-3.5,-2.3,-0.1,1,0,0,70,1681,12.1,0.512,0.494,0.218,0.8,10.2,5.4,13.5,0.6,0.7,9.5,23.8,0.8,0,0.8,0.023,0.1,-4.2,-4.1,-0.9
harriel01,Elias Harris,1,0.018,-3.7,2.7,-0.9,0.0,Undrafted,1,1,24,0,1,0,2,11,7.6,0,0,0,9.7,0,4.9,11.4,4.4,0,0,4,0,0,0,0.018,-3.7,2.7,-0.9,0,,,,,,,,,,,,,,,,,,,,,,,,,
hillso01,Solomon Hill,6,0.0565,-2.3333333333333335,0.8333333333333331,-1.5,0.36666666666666664,23,0,0,22,0,1,0,28,226,7.6,0.545,0.575,0.175,4.7,15.2,10.2,7.9,1.1,0.7,23.2,11.3,0,0.4,0.4,0.08,-3.3,1,-2.3,0,0,1,0,82,2381,10.2,0.507,0.328,0.304,3.3,11.2,7.3,11.9,1.4,0.6,13.8,15.9,0.9,2.6,3.5,0.072,-1.1,0.8,-0.3,1
hopsosc01,Scotty Hopson,2,-0.32499999999999996,-13.8,-5.15,-18.95,0.0,Undrafted,1,1,24,1,0,0,2,7,-6.5,0.102,0.5,0.5,0,0,0,18.8,7.4,0,0,31.1,-0.1,0,-0.1,-0.412,-12.9,-4.3,-17.2,0,,,,,,,,,,,,,,,,,,,,,,,,,
hummero01,Robbie Hummel,2,0.067,-1.6,-1.15,-2.8,-0.15,58,0,1,24,0,1,0,53,655,9.6,0.492,0.503,0.09,5.7,16.6,11,5,1.2,0.2,5.2,12.6,0.6,0.6,1.1,0.084,-1.4,-0.7,-2.1,0,0,1,0,45,742,9.7,0.536,0.297,0.169,4.6,16.4,10.3,5.6,1.1,1,8.9,12.1,0.7,0.1,0.8,0.05,-1.8,-1.6,-3.5,-0.3
karasse01,Sergey Karasev,3,0.016999999999999998,-3.0,-1.2666666666666666,-4.3,-0.10000000000000002,19,0,1,20,0,1,0,22,156,2.3,0.47,0.543,0.286,0,11.8,5.8,5.6,1,0.5,21.8,14.4,-0.2,0.1,-0.1,-0.041,-5.9,-1.6,-7.5,-0.2,1,0,0,33,555,10.5,0.508,0.403,0.284,4.5,8.9,6.7,12.3,2.1,0.1,13.7,14.4,0.3,0.4,0.7,0.061,-0.7,-0.5,-1.2,0.1
kellyry01,Ryan Kelly,4,0.035500000000000004,-3.425,0.17499999999999993,-3.225,-0.07500000000000001,48,0,1,22,0,1,0,59,1312,12.6,0.548,0.383,0.364,3.4,14.4,8.9,10.7,1.2,2.5,9.8,15.9,1.5,0.7,2.2,0.081,-0.5,0.3,-0.2,0.6,0,1,0,52,1233,8.6,0.473,0.434,0.307,1.1,12.4,6.5,10.9,1.2,1.6,9.5,14,0.4,0.3,0.7,0.027,-2.1,-0.8,-2.8,-0.3
kuzmiog01,Ognjen Kuzmic,2,0.07300000000000001,-3.9,1.65,-2.2,0.0,52,0,1,23,0,0,1,21,92,3.4,0.42,0,0.846,12.1,12.8,12.5,2.9,1.6,3.3,35.9,13.3,-0.2,0.1,0,-0.025,-7.5,2.3,-5.2,-0.1,0,0,1,16,72,12.9,0.727,0,0.333,10.8,14.5,12.7,11.1,1.4,1,26.7,11.3,0.2,0.1,0.3,0.171,-0.3,1,0.8,0.1
larkish01,Shane Larkin,4,0.040249999999999994,-2.15,-0.7,-2.875,-0.15,18,0,1,21,1,0,0,48,489,8.3,0.446,0.277,0.182,2.6,7.3,5,20.4,2.7,0.2,20.9,17.4,-0.4,0.3,-0.1,-0.01,-3.5,-1.2,-4.7,-0.3,1,0,0,76,1865,10.9,0.504,0.269,0.181,1.7,9.4,5.4,19.4,2.6,0.4,15.1,13.6,0.8,0.9,1.7,0.045,-1.6,-0.7,-2.4,-0.2
ledori01,Ricky Ledo,2,-0.044,-3.25,-4.3,-7.550000000000001,-0.2,43,0,1,21,1,0,0,11,33,12.7,0.506,0.471,0.235,0,7,3.5,9.5,1.6,0,9.6,28.6,0,0,0,0.024,-1.6,-5.6,-7.2,0,1,0,0,17,244,6.3,0.426,0.281,0.229,7.4,9.7,8.5,13,1.3,0.3,19.7,24.8,-0.6,0,-0.6,-0.112,-4.9,-3,-7.9,-0.4
lenal01,Alex Len,6,0.08516666666666667,-2.8000000000000003,0.7333333333333333,-2.05,0.13333333333333333,5,0,0,20,0,0,1,42,362,7.3,0.469,0,0.397,12.1,18.6,15.3,1.6,0.6,3.8,22.1,14.3,-0.2,0.4,0.2,0.024,-5.7,-0.2,-5.9,-0.4,0,0,1,69,1518,13.5,0.542,0.008,0.295,10.2,22.7,16.4,3.1,1.1,5.3,15.7,13.7,1.2,2.1,3.4,0.107,-3.3,2.3,-1,0.4
mccalra01,Ray McCallum,3,0.033,-1.8666666666666665,-1.2666666666666666,-3.1999999999999997,-0.20000000000000004,36,0,1,22,1,0,0,45,897,9.7,0.439,0.197,0.143,2.2,7.8,5,21,1.2,0.8,10.9,17.6,0,0.4,0.4,0.02,-2.3,-1.7,-4.1,-0.5,1,0,0,68,1436,12.5,0.496,0.236,0.179,4.3,9.8,7.1,21.3,1.6,0.6,14.4,18.2,0.8,0.5,1.4,0.045,-0.4,-1.3,-1.7,0.1
mccolcj01,C.J. McCollum,6,0.09416666666666666,1.1333333333333333,-1.5833333333333333,-0.44999999999999996,1.15,10,0,0,22,1,0,0,38,476,9,0.521,0.449,0.191,1.6,9.2,5.4,8.7,1.5,0.3,15.4,20.9,-0.2,0.3,0.2,0.019,-2.1,-2,-4.1,-0.3,1,0,0,62,973,13.1,0.534,0.381,0.2,1.6,8.3,5,10.3,2.3,0.6,10.8,20.5,0.7,1.1,1.8,0.089,-0.4,-0.3,-0.7,0.3
mclembe01,Ben McLemore,6,0.02733333333333333,-1.4666666666666666,-1.75,-3.233333333333334,-0.26666666666666666,7,0,0,20,1,0,0,82,2187,7.7,0.485,0.437,0.211,2.7,9.5,6.1,5.8,1,0.7,11.5,16.9,-0.1,0.9,0.8,0.016,-1.8,-1.3,-3.2,-0.6,1,0,0,82,2670,10.4,0.552,0.471,0.193,1.4,8.6,5.1,8.4,1.5,0.6,13.3,17.2,1.7,0.8,2.5,0.045,0.4,-1.3,-0.8,0.8
mekelga01,Gal Mekel,2,-0.1555,-8.0,-4.85,-12.9,-0.35,Undrafted,1,1,25,1,0,0,31,292,5.4,0.4,0.233,0.14,2,8.6,5.3,30.1,0.7,0.3,25.4,19,-0.5,0.1,-0.4,-0.073,-5.7,-3.4,-9.2,-0.5,1,0,0,4,43,0.5,0.15,0.15,0,0,2.6,1.3,42.2,2.4,0,9.1,23.3,-0.2,0,-0.2,-0.238,-10.3,-6.3,-16.6,-0.2
mitchto03,Tony Mitchell,1,0.242,8.6,-2.1,6.5,0.0,Undrafted,1,1,24,0,1,0,3,10,30.9,0.6,0.2,0,11.1,0,5.7,22.6,5.2,0,0,22.6,0,0,0.1,0.242,8.6,-2.1,6.5,0,,,,,,,,,,,,,,,,,,,,,,,,,
mitchto02,Tony Mitchell,1,0.151,-0.1,1.4,1.3,0.1,37,0,1,21,0,1,0,21,79,18.1,0.54,0.083,1.583,19.7,16,18,3.4,3.8,3,16.4,13.2,0.1,0.1,0.2,0.151,-0.1,1.4,1.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,
muhamsh01,Shabazz Muhammad,5,0.0814,-0.62,-3.9,-4.5,-0.5,14,0,1,21,1,0,0,37,290,13.1,0.505,0.089,0.323,8.8,11.2,10,3.4,1.4,0.3,10.2,23.1,0.1,0.2,0.3,0.053,-3.1,-3.1,-6.2,-0.3,1,0,0,38,866,19.9,0.556,0.128,0.365,8.1,12.4,10.2,9.6,1.1,0.6,7.1,25.3,2.1,-0.1,2,0.11,2,-3.8,-1.8,0
murpher01,Erik Murphy,1,-0.055,-9.8,1.8,-8.1,-0.1,49,0,1,23,0,0,1,24,62,0.2,0.231,0.231,0,3.7,10.8,7.3,4.9,0,5,13.3,11.2,-0.2,0.1,-0.1,-0.055,-9.8,1.8,-8.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,
murryto01,Toure' Murry,2,-0.0845,-6.7,-1.4,-8.05,-0.15,Undrafted,1,1,24,1,0,0,51,373,11.1,0.479,0.093,0.302,4,10.1,6.9,21.5,2.7,0.2,18.9,22.5,-0.3,0.3,0,0.002,-3.4,-1.6,-4.9,-0.3,0,0,0,5,18,1.1,0.51,0,0.4,6.4,0,3.1,8.3,2.8,0,40.5,24.9,-0.1,0,-0.1,-0.171,-10,-1.2,-11.2,0
muscami01,Mike Muscala,6,0.11449999999999999,-1.25,0.5666666666666668,-0.6999999999999998,0.4166666666666667,44,0,0,22,0,1,0,20,215,10.8,0.48,0.041,0.192,9.2,18.7,14,5.2,0.7,3.7,13.2,19.3,-0.1,0.2,0.2,0.04,-5.6,-0.4,-6,-0.2,0,1,0,40,502,18,0.608,0.146,0.166,12.2,14.8,13.5,8,1.6,3.2,11.5,16.7,1.2,0.7,1.9,0.179,0.8,0.9,1.7,0.5
nedovne01,Nemanja Nedovic,1,-0.132,-8.9,-1.6,-10.6,-0.3,30,0,1,22,1,0,0,24,142,-1.7,0.306,0.462,0.205,2.3,9.1,5.8,12.1,0,0.5,23.4,17.2,-0.5,0.1,-0.4,-0.132,-8.9,-1.6,-10.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,
nunnaja01,James Nunnally,2,0.007000000000000001,-3.4000000000000004,-3.3,-6.7,-0.15000000000000002,Undrafted,1,0,23,0,1,0,13,165,6.1,0.44,0.543,0.196,0.7,12.4,6.4,7,1.8,1,12.3,15.1,-0.2,0.1,-0.1,-0.021,-5.2,-1.8,-7,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,
oladivi01,Victor Oladipo,6,0.08783333333333333,0.7333333333333334,0.4166666666666667,1.1500000000000001,1.7666666666666668,2,0,0,21,1,0,0,80,2487,13.6,0.514,0.241,0.34,1.9,13.1,7.5,21.9,2.7,1.2,19.2,24.4,-1.4,2.8,1.3,0.026,-1.6,0.8,-0.8,0.8,1,0,0,72,2573,15.9,0.527,0.228,0.295,2.2,11.2,6.6,19.3,2.4,0.6,14.3,25.2,1.5,2,3.5,0.065,0.5,-0.5,0,1.3
olynyke01,Kelly Olynyk,6,0.12716666666666668,0.6333333333333333,0.7666666666666666,1.4166666666666667,1.3499999999999999,13,0,0,22,0,0,1,70,1400,15.2,0.546,0.227,0.243,11,18.8,14.8,13.1,1.3,1.5,16,21,1.5,1.4,2.9,0.101,0.3,0.2,0.5,0.9,0,0,1,64,1423,15.9,0.558,0.331,0.258,7,16.5,11.7,12.2,2.3,2.1,14.3,21.1,1.5,2.1,3.6,0.12,0.7,1.4,2.1,1.5
onuakar01,Arinze Onuaku,3,0.04933333333333334,-3.6,-0.3666666666666667,-4.0,0.03333333333333333,Undrafted,1,1,26,0,1,0,5,30,3.8,0.255,0,0.4,7.6,23.5,15.4,13.5,0,0,14.5,10.4,0,0,0,-0.044,-6.8,-1.6,-8.4,0,0,0,1,6,68,22.8,0.771,0,0.571,11.4,24.3,17.7,10.2,0.7,3.5,10.2,12.7,0.2,0,0.3,0.197,2.5,-0.2,2.3,0.1
plumlma01,Mason Plumlee,6,0.1436666666666667,-0.20000000000000004,2.5833333333333335,2.3833333333333333,1.9333333333333333,22,0,0,23,0,1,0,70,1275,19,0.67,0.01,0.646,9.3,19.6,14.5,8.1,2,3.6,16.6,17.1,3,1.7,4.7,0.176,0.5,1.9,2.4,1.4,0,0,1,82,1743,18,0.57,0.006,0.648,11.3,21.6,16.5,7,1.9,2.9,14.4,19.2,2.5,2.3,4.8,0.131,-0.5,1.4,0.8,1.2
porteot01,Otto Porter,6,0.10533333333333333,-0.03333333333333349,0.45,0.4333333333333333,1.7833333333333334,3,0,0,20,0,1,0,37,319,6,0.405,0.231,0.132,7.5,13.3,10.4,4.6,1.3,0.3,12.7,15.6,-0.4,0.3,0,-0.006,-5.4,-1.4,-6.8,-0.4,0,1,0,74,1432,11.6,0.523,0.266,0.202,5.6,11.6,8.7,6.8,1.6,1.7,10.9,15.1,1,1.8,2.7,0.092,-1.4,0.9,-0.4,0.6
pressph01,Phil Pressey,3,0.016,-3.6,-0.7000000000000001,-4.333333333333333,-0.3333333333333333,Undrafted,1,1,22,1,0,0,75,1132,8.8,0.39,0.419,0.178,1.9,8.8,5.3,30.8,3.1,0.3,24.2,14.1,-1,1.1,0.1,0.005,-3.7,-0.6,-4.4,-0.7,1,0,0,50,600,11.8,0.453,0.374,0.282,2.3,12.4,7.3,28,2.5,0.8,17.3,17.3,0,0.7,0.8,0.06,-2.3,0,-2.2,0
radulmi01,Miroslav Raduljica,2,0.0275,-4.3999999999999995,-4.0,-8.35,-0.05,Undrafted,1,1,26,0,0,1,48,465,15.3,0.603,0,0.437,12.9,13.7,13.3,8.3,0.8,2.3,15.7,17.3,1,0.1,1.1,0.112,-0.6,-1.8,-2.3,0,0,0,1,5,23,3.3,0.45,0,0.25,9.7,15.4,12.4,0,2.2,0,18.4,20.9,0,0,0,-0.057,-8.2,-6.2,-14.4,-0.1
ricegl02,Glen Rice,2,-0.08199999999999999,-6.45,-2.05,-8.45,-0.1,35,0,1,23,1,0,0,11,109,6.6,0.399,0.459,0.189,4.2,17.3,10.6,9.3,2.8,0.8,18.3,20.3,-0.3,0.2,-0.1,-0.043,-5.9,0,-5.8,-0.1,1,0,0,5,43,-3.6,0.312,0.467,0.4,5.4,5.1,5.2,6.5,0,0,10.2,20.7,-0.1,0,-0.1,-0.121,-7,-4.1,-11.1,-0.1
roberan03,Andre Roberson,5,0.09359999999999999,-1.48,2.04,0.58,0.8600000000000001,26,0,1,22,1,0,0,40,399,9,0.518,0.191,0.147,10.7,15.6,13.3,5.2,2.4,2,20.8,10.1,0.2,0.6,0.8,0.099,-2.2,1.9,-0.3,0.2,1,0,0,67,1286,9.1,0.513,0.423,0.239,5.1,16,10.6,7.4,2.1,1.8,17.2,9,0.5,1.6,2.1,0.079,-1.8,2.1,0.3,0.7
schrode01,Dennis Schroder,6,0.04666666666666666,-1.0833333333333333,-1.7,-2.766666666666667,1.850371707708594e-17,17,0,0,20,1,0,0,49,641,5.8,0.442,0.223,0.229,0.9,9.9,5.4,22,1.3,0,22.8,19,-1.1,0.4,-0.7,-0.054,-6.2,-2.1,-8.3,-1,1,0,0,77,1516,15.7,0.516,0.223,0.269,2.3,9.9,6.2,34.6,1.7,0.2,16.8,27,1.1,1.4,2.5,0.08,-0.4,-2.1,-2.4,-0.2
sivape01,Peyton Siva,1,-0.032,-4.4,-2.8,-7.3,-0.3,56,0,1,23,1,0,0,24,224,5.7,0.425,0.439,0.263,0.9,6.2,3.4,21,2,0.4,22.1,15.6,-0.2,0.1,-0.2,-0.032,-4.4,-2.8,-7.3,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,
smithch05,Chris Smith,1,-0.02,-5.8,-0.5,-6.2,0.0,Undrafted,1,1,26,1,0,0,2,2,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.02,-5.8,-0.5,-6.2,0,,,,,,,,,,,,,,,,,,,,,,,,,
snellto01,Tony Snell,6,0.0675,-1.3166666666666667,-0.7666666666666667,-2.0333333333333337,0.05000000000000001,20,0,0,22,1,0,0,77,1231,8,0.489,0.53,0.122,1.8,9.6,5.7,9.1,1.3,0.9,11.1,14.9,-0.1,1.7,1.6,0.063,-2.9,-0.2,-3,-0.3,0,1,0,72,1412,10.2,0.55,0.531,0.148,2.5,10.9,6.8,6.8,1.2,0.6,10.8,14.1,1.2,1.2,2.4,0.082,-0.6,-0.9,-1.5,0.2
southja01,James Southerland,1,-0.023,-8.1,-5.2,-13.3,-0.1,Undrafted,1,1,23,0,1,0,4,30,11.8,0.441,0.4,0.133,0,31.5,15.5,0,1.7,5.6,5.9,25.6,-0.1,0,0,-0.023,-8.1,-5.2,-13.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,
stephdj01,D.J. Stephens,2,-0.025999999999999995,-8.75,-3.9,-12.649999999999999,-0.05,Undrafted,1,0,23,1,0,0,3,15,16.1,0.47,0,0.143,7.4,31.6,19.1,0,0,0,0,22.4,0,0,0,0.067,-7.6,-10.1,-17.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,
thomaad01,Adonis Thomas,1,0.001,-4.0,-5.7,-9.7,-0.1,Undrafted,1,1,20,0,1,0,6,37,7.3,0.485,0.357,0.071,0,9.2,4.6,13.4,0,0,6.5,18.5,0,0,0,0.001,-4,-5.7,-9.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,
thompho01,Hollis Thompson,4,0.0495,-1.7,-1.15,-2.875,-0.3,Undrafted,1,1,22,0,1,0,77,1742,9.5,0.57,0.449,0.196,4.4,11.2,7.7,6.1,1.5,0.5,12.9,11.3,1.4,0.6,2,0.055,-1.8,-1.2,-3,-0.4,1,0,0,71,1776,10.9,0.538,0.529,0.164,3.1,9.3,6,8.4,1.6,1.2,10.2,15.9,1.3,1.3,2.6,0.07,-1.1,-0.9,-2.1,0
wareca01,Casper Ware,1,0.071,-1.1,-2.5,-3.6,0.0,Undrafted,1,1,24,1,0,0,9,116,13,0.538,0.5,0.143,0,8.7,4.2,13.7,3.3,0,10.1,18.1,0.1,0.1,0.2,0.071,-1.1,-2.5,-3.6,0,,,,,,,,,,,,,,,,,,,,,,,,,
whitero03,Royce White,1,-0.121,-9.1,-1.3,-10.4,0.0,16,0,1,22,0,1,0,3,9,-8.3,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,-0.121,-9.1,-1.3,-10.4,0,,,,,,,,,,,,,,,,,,,,,,,,,
witheje01,Jeff Withey,5,0.11979999999999999,-3.06,0.9999999999999998,-2.04,0.27999999999999997,39,0,1,23,0,0,1,58,684,15.2,0.59,0.008,0.566,8.2,17.4,12.7,5.6,1.1,6.1,11,12,1.2,0.6,1.8,0.128,-1.4,1.7,0.3,0.4,0,0,1,37,259,17.6,0.57,0,0.781,10.1,17.9,14,6.4,0.8,5.3,12.2,17.3,0.5,0.3,0.8,0.149,-1.6,0.6,-1,0.1
woltena01,Nate Wolters,3,-0.043333333333333335,-5.933333333333334,-1.4000000000000001,-7.3,-0.26666666666666666,38,0,1,22,1,0,0,58,1309,12.7,0.486,0.159,0.231,2.8,10.5,6.5,23.3,1.4,0.9,11.7,16.8,0.9,0.2,1.2,0.043,-1.4,-2.1,-3.4,-0.5,1,0,0,21,247,4.6,0.352,0.123,0.105,3.7,11.9,7.8,12.2,1.7,0.6,17.9,13.3,-0.4,0.2,-0.2,-0.036,-6.1,0,-6.1,-0.3
zelleco01,Cody Zeller,6,0.139,-1.1500000000000001,1.9333333333333333,0.8166666666666668,0.9666666666666668,4,0,0,21,0,0,1,82,1416,13.1,0.498,0.002,0.495,9.4,18.8,14.1,10.4,1.5,2.3,15,18.9,0.4,2.2,2.6,0.09,-3.2,1.8,-1.3,0.2,0,0,1,62,1487,14.1,0.53,0.003,0.44,7,20.1,13.4,10.9,1.2,2.6,12.2,15.6,1.6,2.2,3.8,0.123,-2.1,2.5,0.4,0.9
adamsjo01,Jordan Adams,2,0.044,-2.35,3.0,0.6499999999999999,0.05,22,0,1,20,1,0,0,30,248,12.8,0.489,0.291,0.267,4.2,8.7,6.4,10.1,3.4,2.3,12.7,20.4,0,0.4,0.4,0.073,-1.8,1.2,-0.6,0.1,1,0,0,2,15,17.3,0.427,0.167,0.833,0,15.9,7.6,31.9,10.3,0,19.6,30.5,0,0,0,0.015,-2.9,4.8,1.9,0
aldemfu01,Furkan Aldemir,1,0.122,-2.7,2.0,-0.7,0.2,53,0,1,23,0,1,0,41,540,12,0.517,0.064,0.346,14.9,20.7,17.7,8.3,1.6,2.4,15.9,8.6,0.7,0.7,1.4,0.122,-2.7,2,-0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
anderky01,Kyle Anderson,5,0.11099999999999999,-2.32,3.4800000000000004,1.2,1.2,30,0,0,21,0,1,0,33,358,8.2,0.389,0.124,0.157,1.6,20.8,11.4,10.9,2.1,1.5,9.5,13.4,-0.3,0.6,0.3,0.044,-5.2,2.4,-2.7,-0.1,0,1,0,78,1245,12.9,0.528,0.125,0.281,2.4,19.4,11.2,13.7,2.5,1.8,15.1,14.4,0.7,2.8,3.5,0.133,-1.9,3.7,1.8,1.2
bairsca01,Cameron Bairstow,2,-0.026000000000000002,-6.800000000000001,-0.9,-7.7,-0.1,49,0,1,24,0,1,0,18,64,2.1,0.309,0,0.357,10.5,3.3,6.8,2.2,1.6,1.1,15.6,13.5,-0.1,0,-0.1,-0.048,-6.7,-1,-7.7,-0.1,0,0,1,18,103,6.8,0.391,0.125,0.2,4.2,24,14.3,8.7,1,2.1,8.4,20.3,-0.1,0.1,0,-0.004,-6.9,-0.8,-7.7,-0.1
benimje01,Jerrelle Benimon,1,-0.215,-20.3,-6.6,-26.9,0.0,Undrafted,1,1,23,0,1,0,2,3,4.7,,,,38.7,76.6,57.8,0,0,0,100,15.3,0,0,0,-0.215,-20.3,-6.6,-26.9,0,,,,,,,,,,,,,,,,,,,,,,,,,
bhullsi01,Sim Bhullar,1,0.389,9.4,17.1,26.6,0.0,Undrafted,1,1,22,0,0,1,3,3,44.3,0.5,0,0,0,36.5,18.9,78.5,0,26.3,0,29.4,0,0,0,0.389,9.4,17.1,26.6,0,,,,,,,,,,,,,,,,,,,,,,,,,
blackta01,Tarik Black,4,0.10925,-2.45,0.5750000000000001,-1.9,0.025,Undrafted,1,1,23,0,0,1,63,1196,14.7,0.583,0.004,0.432,12.8,21.4,17,5.6,0.8,1.6,12.9,13.8,2.2,0.9,3.1,0.124,-1,-0.6,-1.6,0.1,0,0,1,39,496,12.3,0.537,0,0.433,9.2,25.4,17,5.2,1.4,2.9,15.1,12.9,0.3,0.4,0.7,0.072,-4,0.6,-3.4,-0.2
bogdabo02,Bojan Bogdanovic,5,0.0762,0.38,-2.18,-1.7599999999999998,0.18,31,0,0,25,0,1,0,78,1854,11.6,0.562,0.444,0.184,3,9.8,6.4,5.8,0.9,0.4,11.1,17.2,1.7,0.7,2.4,0.062,0,-1.9,-1.8,0.1,0,1,0,79,2115,10.7,0.55,0.451,0.176,1.9,11.8,6.8,7.3,0.7,0.2,12.5,19.4,0.9,0,0.9,0.021,-0.5,-2.9,-3.4,-0.8
brownja01,Jabari Brown,1,0.033,-0.8,-3.0,-3.8,-0.3,Undrafted,1,1,22,1,0,0,19,568,11,0.547,0.365,0.5,0.6,6.7,3.5,11,1.1,0.3,13.4,18.8,0.4,0,0.4,0.033,-0.8,-3,-3.8,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,
brownma02,Markel Brown,3,-0.00033333333333333365,-3.7000000000000006,-0.9,-4.566666666666667,-0.13333333333333333,44,0,1,23,1,0,0,47,781,9.1,0.459,0.305,0.271,2.3,13,7.7,7.4,2.1,1.2,10.3,15.3,-0.2,0.7,0.5,0.031,-3,0.3,-2.7,-0.1,1,0,0,62,982,11.3,0.5,0.376,0.292,2.6,11.5,7,13.9,2,1.2,12.9,18.9,0.2,0.4,0.6,0.031,-1.4,-1.3,-2.6,-0.2
cabocbr01,Bruno Caboclo,5,-0.08120000000000001,-5.9799999999999995,-1.02,-6.9799999999999995,0.019999999999999997,20,0,0,19,0,1,0,8,23,-1.8,0.417,0.25,0,5,5,5,0,0,3.5,25,31.5,-0.1,0,-0.1,-0.275,-12.6,-6.3,-18.9,-0.1,0,1,0,6,43,-7.7,0.125,0.583,0,2.7,2.6,2.7,3.2,2.4,1.9,25,16.9,-0.3,0,-0.3,-0.283,-11.4,-0.2,-11.6,-0.1
capelca01,Clint Capela,5,0.1638,-1.72,1.6199999999999999,-0.09999999999999991,1.46,25,0,0,20,0,0,1,12,90,12.1,0.409,0,0.793,12.3,31.8,22.1,3.6,0.6,7.8,11.3,21.3,-0.2,0.2,0,0.019,-8.8,1,-7.8,-0.1,0,0,1,77,1471,18.3,0.553,0.003,0.531,14.4,22.7,18.5,5.1,2,5.2,10.9,16.1,2.4,2,4.4,0.144,-1.2,1.7,0.5,0.9
